imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.04691761662862528, 0.005604388090202509, -0.03285176120532789, 1.2464371748103032e-11, -0.0002756811390264912, -4.521300148468004e-08, -1.9671506002750958, -0.5000009362209717, 52006000000, 
-0.051499514586297465, 0.019291521979717802, -0.04687583954079343, 6.120236441865636e-10, -0.00014951143974720546, -4.093490405960746e-06, -1.963916661865713, -0.500000930024513, 52016000000, 
-0.05930758846679242, -0.008664631378610003, -0.05626221656687135, 3.044734562454975e-11, -0.0004062264011475583, -7.495166621011915e-08, -1.9633824336322865, -0.5000009292020459, 52047000000, 
-0.05897157414998604, 0.009616656082534347, -0.05830567829004914, 1.5861247399774615e-09, -0.0005261033689293764, -3.0148537980382736e-06, -1.9633513526425206, -0.5000009292025799, 52078000000, 
-0.07099393544157837, 0.01505534613955201, -0.06788898372758595, 2.8867631054768247e-09, -0.0004257415600861607, -6.780552748697138e-06, -1.9633202109488175, -0.5000009291105706, 52098000000, 
-0.04075160593652179, 0.01804413582421065, -0.04738072298233291, 6.426107903265565e-09, -0.0008541723941616554, -7.523197831244121e-06, -1.9633215150193737, -0.5000009294694766, 52147000000, 
-0.06749866653126887, -0.0072398312521142864, -0.06257562355353553, -1.4476769976143548e-09, -0.0005228813336755689, 2.768653046835655e-06, -1.9633243279470547, -0.5000009293413504, 52172000000, 
-0.06212016789185966, 0.008929568036171037, -0.06222869481244955, 1.5646806677938559e-09, -0.0005391356824812697, -2.9022020219339033e-06, -1.9633235686053885, -0.5000009293565368, 52199000000, 
-0.013946849179507087, 0.029539889561310713, -0.025748879087877895, 9.264298119281251e-09, -0.0007247670194125639, -1.2782449906164499e-05, -1.9633183339217213, -0.500000929477918, 52245000000, 
-0.0695900088265161, 0.012154508595559613, -0.05886484978213387, 4.28249006613992e-09, -0.00043589920235625047, -9.824496220665113e-06, -1.9633257295585145, -0.5000009293139179, 52276000000, 
-0.07879315063463223, 0.0012786529284942783, -0.07391863401023457, 7.510632655217656e-10, -0.0002603244255338646, -2.8851048609115734e-06, -1.963325755904455, -0.5000009293122255, 52286000000, 
-0.05647800575008732, 0.007892683068575053, -0.060737829936909835, 1.7382580249165393e-09, -0.0007519155485338734, -2.311772948844975e-06, -1.963310419829134, -0.5000009296509204, 52326000000, 
-0.06452399276289267, 0.004810911070192708, -0.0635892466862959, 3.0773686594674875e-09, -0.0009184079015924257, -3.350764572181537e-06, -1.9633055310905185, -0.5000009297584437, 52375000000, 
