x, y, 
-2.0, -0.5099999999999993, 
-1.7999999999999998, -0.6599999999999993, 
-1.4499999999999993, -0.8099999999999996, 
-1.0999999999999996, -1.0099999999999993, 
-0.5999999999999996, -1.0099999999999993, 
-0.4499999999999993, -1.0099999999999993, 
-0.09999999999999964, -1.1099999999999994, 
0.25, -1.1599999999999993, 
0.5, -1.2599999999999993, 
0.8499999999999996, -1.3099999999999996, 
1.200000000000001, -1.1099999999999994, 
1.3000000000000007, -0.7599999999999993, 
1.0999999999999996, -0.25999999999999934, 
0.8000000000000007, 0.09000000000000075, 
0.5500000000000007, 0.4400000000000004, 
0.3000000000000007, 0.34000000000000075, 
-0.25, 0.4900000000000002, 
-0.5499999999999998, 0.5400000000000009, 
