imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.02127393435936254, 0.03261067083858311, -0.01489318544621118, 4.19994928493738e-12, -7.0466836678016e-05, -5.960178550554499e-08, -1.9850536207204061, -0.5000009600883423, 88449000000, 
-0.0738440210508039, -0.001752311793232251, -0.05922825703306805, -1.996592156867088e-12, -5.340156537020748e-05, 3.7388270231886854e-08, -1.9748275823200292, -0.5000009312645148, 88454000000, 
-0.06216489761145258, 0.01756392556629505, -0.06144599709505025, 6.587075645264949e-11, -8.565797534819131e-05, -7.68997354710887e-07, -1.9747024512266464, -0.5000009309107747, 88459000000, 
-0.053426238083144076, -0.021621814403002388, -0.05538445193312914, -5.984501304908215e-10, -0.0005164843893771349, 1.1586993581984827e-06, -1.9747748163115952, -0.5000009311595425, 88493000000, 
-0.06303010125821107, 0.027989808439858294, -0.061158521647770914, 4.317929766382292e-09, -0.00040351988623727126, -1.0700661636892246e-05, -1.9747570238996832, -0.500000931081435, 88513000000, 
-0.03863404622856497, 0.019404470573024045, -0.04413879785126929, 5.143771681742215e-09, -0.0005983938681366424, -8.595963220277588e-06, -1.974766078110083, -0.5000009311266871, 88549000000, 
-0.06447421335580351, 0.027476384769460058, -0.059497044560518915, 7.936555125621348e-09, -0.000544714250216701, -1.4570125753941605e-05, -1.9747649872523219, -0.5000009311084666, 88583000000, 
-0.041666805650452235, -0.02084990562412206, -0.04602181951681628, -3.5086766456495926e-09, -0.0007048620241276887, 4.977820517415166e-06, -1.9747601146807594, -0.5000009311251717, 88625000000, 
-0.05524003075585201, -0.014795667525927871, -0.0529819897275616, -4.919407051552336e-09, -0.0005435867621930953, 9.04990223033585e-06, -1.9747639616162163, -0.500000931112783, 88657000000, 
-0.04388412261764058, 0.02177270715864516, -0.046106838600041, 3.0844021610069765e-09, -0.0004552191508586463, -6.7756423586070496e-06, -1.9747653178737001, -0.5000009311087199, 88683000000, 
-0.031944951415123754, 0.014783629732677345, -0.03540243395467574, 4.332184972398153e-09, -0.0006388156266539744, -6.781588914926085e-06, -1.9747593296362718, -0.5000009311233226, 88733000000, 
-0.08220476378730938, 0.019058546034301824, -0.07075638651121789, 4.241574369837208e-09, -0.0003883277199237128, -1.0922666995470907e-05, -1.9747617572597445, -0.5000009311147812, 88754000000, 
-0.05964180776873201, 0.020126553744186388, -0.06235125326323124, 8.044461983500395e-09, -0.0009318953528382945, -8.632366240478823e-06, -1.9747397121411152, -0.5000009311762659, 88804000000, 
-0.02165966315055909, -0.017911263582116498, -0.03160888569802499, -5.813291623271541e-09, -0.000556975744997757, 1.0437243767760394e-05, -1.974746850984384, -0.5000009311511907, 88829000000, 
-0.05653500176696995, 0.0007764457285129094, -0.05043494111529394, -1.062988298854475e-09, -0.000489968623931697, 2.1695027945353874e-06, -1.9747506663151158, -0.5000009311365535, 88869000000, 
-0.07964697962689388, 0.026518166825261633, -0.07249745098005819, 6.1073008442417795e-09, -0.0006536393748678344, -9.343532655872626e-06, -1.9747444557276324, -0.5000009311566332, 88908000000, 
-0.05441662282027759, -0.01074960065235446, -0.058835769819496245, -1.7162732777336954e-09, -0.0005792699632686795, 2.9628211137501117e-06, -1.9747444436960744, -0.5000009311575244, 88933000000, 
